date,mortgage_rate,source
1966-01-01,0.0675,FRED_historical
1966-02-01,0.0675,FRED_historical
1966-03-01,0.0675,FRED_historical
1966-04-01,0.0675,FRED_historical
1966-05-01,0.0713,FRED_historical
1966-06-01,0.0713,FRED_historical
1966-07-01,0.0713,FRED_historical
1966-08-01,0.0713,FRED_historical
1966-09-01,0.0713,FRED_historical
1966-10-01,0.0713,FRED_historical
1966-11-01,0.0713,FRED_historical
1966-12-01,0.0713,FRED_historical
1967-01-01,0.0713,FRED_historical
1967-02-01,0.0713,FRED_historical
1967-03-01,0.0713,FRED_historical
1967-04-01,0.0713,FRED_historical
1967-05-01,0.0713,FRED_historical
1967-06-01,0.0713,FRED_historical
1967-07-01,0.0713,FRED_historical
1967-08-01,0.0713,FRED_historical
1967-09-01,0.0713,FRED_historical
1967-10-01,0.0713,FRED_historical
1967-11-01,0.0713,FRED_historical
1967-12-01,0.0713,FRED_historical
1968-01-01,0.0713,FRED_historical
1968-02-01,0.0713,FRED_historical
1968-03-01,0.0713,FRED_historical
1968-04-01,0.0713,FRED_historical
1968-05-01,0.07629999999999999,FRED_historical
1968-06-01,0.07629999999999999,FRED_historical
1968-07-01,0.07629999999999999,FRED_historical
1968-08-01,0.07629999999999999,FRED_historical
1968-09-01,0.07629999999999999,FRED_historical
1968-10-01,0.07629999999999999,FRED_historical
1968-11-01,0.07629999999999999,FRED_historical
1968-12-01,0.07629999999999999,FRED_historical
1969-01-01,0.07629999999999999,FRED_historical
1969-02-01,0.07629999999999999,FRED_historical
1969-03-01,0.07629999999999999,FRED_historical
1969-04-01,0.085,FRED_historical
1969-05-01,0.085,FRED_historical
1969-06-01,0.085,FRED_historical
1969-07-01,0.085,FRED_historical
1969-08-01,0.085,FRED_historical
1969-09-01,0.085,FRED_historical
1969-10-01,0.085,FRED_historical
1969-11-01,0.085,FRED_historical
1969-12-01,0.085,FRED_historical
1970-01-01,0.085,FRED_historical
1970-02-01,0.085,FRED_historical
1970-03-01,0.085,FRED_historical
1970-04-01,0.085,FRED_historical
1970-05-01,0.085,FRED_historical
1970-06-01,0.085,FRED_historical
1970-07-01,0.085,FRED_historical
1970-08-01,0.085,FRED_historical
1970-09-01,0.085,FRED_historical
1970-10-01,0.085,FRED_historical
1970-11-01,0.085,FRED_historical
1970-12-01,0.085,FRED_historical
1971-01-01,0.085,FRED_historical
1971-02-01,0.085,FRED_historical
1971-03-01,0.085,FRED_historical
1971-04-01,0.085,FRED_historical
1971-05-01,0.085,FRED_historical
1971-06-01,0.085,FRED_historical
1971-07-01,0.085,FRED_historical
1971-08-01,0.085,FRED_historical
1971-09-01,0.085,FRED_historical
1971-10-01,0.085,FRED_historical
1971-11-01,0.08,FRED_historical
1971-12-01,0.08,FRED_historical
1972-01-01,0.08,FRED_historical
1972-02-01,0.08,FRED_historical
1972-03-01,0.08,FRED_historical
1972-04-01,0.08,FRED_historical
1972-05-01,0.08,FRED_historical
1972-06-01,0.08,FRED_historical
1972-07-01,0.08,FRED_historical
1972-08-01,0.08,FRED_historical
1972-09-01,0.085,FRED_historical
1972-10-01,0.085,FRED_historical
1972-11-01,0.085,FRED_historical
1972-12-01,0.085,FRED_historical
1973-01-01,0.085,FRED_historical
1973-02-01,0.085,FRED_historical
1973-03-01,0.095,FRED_historical
1973-04-01,0.095,FRED_historical
1973-05-01,0.095,FRED_historical
1973-06-01,0.095,FRED_historical
1973-07-01,0.095,FRED_historical
1973-08-01,0.1,FRED_historical
1973-09-01,0.11,FRED_historical
1973-10-01,0.11,FRED_historical
1973-11-01,0.11,FRED_historical
1973-12-01,0.11,FRED_historical
1974-01-01,0.11,FRED_historical
1974-02-01,0.11,FRED_historical
1974-03-01,0.11,FRED_historical
1974-04-01,0.11,FRED_historical
1974-05-01,0.11,FRED_historical
1974-06-01,0.11,FRED_historical
1974-07-01,0.11,FRED_historical
1974-08-01,0.11,FRED_historical
1974-09-01,0.11,FRED_historical
1974-10-01,0.11,FRED_historical
1974-11-01,0.11,FRED_historical
1974-12-01,0.11,FRED_historical
1975-01-01,0.11,FRED_historical
1975-02-01,0.11,FRED_historical
1975-03-01,0.11,FRED_historical
1975-04-01,0.11,FRED_historical
1975-05-01,0.11,FRED_historical
1975-06-01,0.11,FRED_historical
1975-07-01,0.11,FRED_historical
1975-08-01,0.11,FRED_historical
1975-09-01,0.11,FRED_historical
1975-10-01,0.11,FRED_historical
1975-11-01,0.11,FRED_historical
1975-12-01,0.11,FRED_historical
1976-01-01,0.11,FRED_historical
1976-02-01,0.11,FRED_historical
1976-03-01,0.11,FRED_historical
1976-04-01,0.105,FRED_historical
1976-05-01,0.105,FRED_historical
1976-06-01,0.105,FRED_historical
1976-07-01,0.105,FRED_historical
1976-08-01,0.105,FRED_historical
1976-09-01,0.105,FRED_historical
1976-10-01,0.1225,FRED_historical
1976-11-01,0.1225,FRED_historical
1976-12-01,0.1225,FRED_historical
1977-01-01,0.1225,FRED_historical
1977-02-01,0.1225,FRED_historical
1977-03-01,0.1225,FRED_historical
1977-04-01,0.1125,FRED_historical
1977-05-01,0.1125,FRED_historical
1977-06-01,0.105,FRED_historical
1977-07-01,0.105,FRED_historical
1977-08-01,0.105,FRED_historical
1977-09-01,0.095,FRED_historical
1977-10-01,0.095,FRED_historical
1977-11-01,0.095,FRED_historical
1977-12-01,0.095,FRED_historical
1978-01-01,0.085,FRED_historical
1978-02-01,0.085,FRED_historical
1978-03-01,0.085,FRED_historical
1978-04-01,0.085,FRED_historical
1978-05-01,0.085,FRED_historical
1978-06-01,0.0975,FRED_historical
1978-07-01,0.0975,FRED_historical
1978-08-01,0.0975,FRED_historical
1978-09-01,0.0975,FRED_historical
1978-10-01,0.0975,FRED_historical
1978-11-01,0.1175,FRED_historical
1978-12-01,0.1175,FRED_historical
1979-01-01,0.1175,FRED_historical
1979-02-01,0.1175,FRED_historical
1979-03-01,0.1175,FRED_historical
1979-04-01,0.1175,FRED_historical
1979-05-01,0.1175,FRED_historical
1979-06-01,0.1175,FRED_historical
1979-07-01,0.1175,FRED_historical
1979-08-01,0.1175,FRED_historical
1979-09-01,0.1175,FRED_historical
1979-10-01,0.1175,FRED_historical
1979-11-01,0.15,FRED_historical
1979-12-01,0.15,FRED_historical
1980-01-01,0.15,FRED_historical
1980-02-01,0.15,FRED_historical
1980-03-01,0.15,FRED_historical
1980-04-01,0.15,FRED_historical
1980-05-01,0.15,FRED_historical
1980-06-01,0.15,FRED_historical
1980-07-01,0.15,FRED_historical
1980-08-01,0.15,FRED_historical
1980-09-01,0.15,FRED_historical
1980-10-01,0.15,FRED_historical
1980-11-01,0.15,FRED_historical
1980-12-01,0.14,FRED_historical
1981-01-01,0.14,FRED_historical
1981-02-01,0.14,FRED_historical
1981-03-01,0.13,FRED_historical
1981-04-01,0.13,FRED_historical
1981-05-01,0.13,FRED_historical
1981-06-01,0.13,FRED_historical
1981-07-01,0.13,FRED_historical
1981-08-01,0.13,FRED_historical
1981-09-01,0.13,FRED_historical
1981-10-01,0.15,FRED_historical
1981-11-01,0.15,FRED_historical
1981-12-01,0.15,FRED_historical
1982-01-01,0.15,FRED_historical
1982-02-01,0.15,FRED_historical
1982-03-01,0.135,FRED_historical
1982-04-01,0.135,FRED_historical
1982-05-01,0.135,FRED_historical
1982-06-01,0.135,FRED_historical
1982-07-01,0.135,FRED_historical
1982-08-01,0.12029999999999999,FRED_historical
1982-09-01,0.1204,FRED_historical
1982-10-01,0.1204,FRED_historical
1982-11-01,0.1009,FRED_historical
1982-12-01,0.1005,FRED_historical
1983-01-01,0.1005,FRED_historical
1983-02-01,0.1005,FRED_historical
1983-03-01,0.1005,FRED_historical
1983-04-01,0.1005,FRED_historical
1983-05-01,0.1005,FRED_historical
1983-06-01,0.111,FRED_historical
1983-07-01,0.1121,FRED_historical
1983-08-01,0.1121,FRED_historical
1983-09-01,0.1121,FRED_historical
1983-10-01,0.1121,FRED_historical
1983-11-01,0.1121,FRED_historical
1983-12-01,0.1121,FRED_historical
1984-01-01,0.11230000000000001,FRED_historical
1984-02-01,0.1124,FRED_historical
1984-03-01,0.1124,FRED_historical
1984-04-01,0.1047,FRED_historical
1984-05-01,0.1036,FRED_historical
1984-06-01,0.1036,FRED_historical
1984-07-01,0.106,FRED_historical
1984-08-01,0.1281,FRED_historical
1984-09-01,0.1282,FRED_historical
1984-10-01,0.1285,FRED_historical
1984-11-01,0.1278,FRED_historical
1984-12-01,0.11900000000000001,FRED_historical
1985-01-01,0.1193,FRED_historical
1985-02-01,0.12960000000000002,FRED_historical
1985-03-01,0.12990000000000002,FRED_historical
1985-04-01,0.13849999999999998,FRED_historical
1985-05-01,0.13849999999999998,FRED_historical
1985-06-01,0.1387,FRED_historical
1985-07-01,0.1388,FRED_historical
1985-08-01,0.1388,FRED_historical
1985-09-01,0.12890000000000001,FRED_historical
1985-10-01,0.1282,FRED_historical
1985-11-01,0.12789999999999999,FRED_historical
1985-12-01,0.12789999999999999,FRED_historical
1986-01-01,0.12789999999999999,FRED_historical
1986-02-01,0.12789999999999999,FRED_historical
1986-03-01,0.1272,FRED_historical
1986-04-01,0.1206,FRED_historical
1986-05-01,0.1183,FRED_historical
1986-06-01,0.11019999999999999,FRED_historical
1986-07-01,0.1101,FRED_historical
1986-08-01,0.1101,FRED_historical
1986-09-01,0.1101,FRED_historical
1986-10-01,0.1105,FRED_historical
1986-11-01,0.12240000000000001,FRED_historical
1986-12-01,0.1225,FRED_historical
1987-01-01,0.1225,FRED_historical
1987-02-01,0.12240000000000001,FRED_historical
1987-03-01,0.1219,FRED_historical
1987-04-01,0.12140000000000001,FRED_historical
1987-05-01,0.1142,FRED_historical
1987-06-01,0.1127,FRED_historical
1987-07-01,0.1127,FRED_historical
1987-08-01,0.1128,FRED_historical
1987-09-01,0.1128,FRED_historical
1987-10-01,0.1128,FRED_historical
1987-11-01,0.1119,FRED_historical
1987-12-01,0.1032,FRED_historical
1988-01-01,0.1025,FRED_historical
1988-02-01,0.1027,FRED_historical
1988-03-01,0.1027,FRED_historical
1988-04-01,0.1016,FRED_historical
1988-05-01,0.0978,FRED_historical
1988-06-01,0.0975,FRED_historical
1988-07-01,0.1002,FRED_historical
1988-08-01,0.1152,FRED_historical
1988-09-01,0.11779999999999999,FRED_historical
1988-10-01,0.1281,FRED_historical
1988-11-01,0.1281,FRED_historical
1988-12-01,0.1285,FRED_historical
1989-01-01,0.1323,FRED_historical
1989-02-01,0.1356,FRED_historical
1989-03-01,0.1356,FRED_historical
1989-04-01,0.1356,FRED_historical
1989-05-01,0.1358,FRED_historical
1989-06-01,0.1359,FRED_historical
1989-07-01,0.136,FRED_historical
1989-08-01,0.136,FRED_historical
1989-09-01,0.136,FRED_historical
1989-10-01,0.1393,FRED_historical
1989-11-01,0.146,FRED_historical
1989-12-01,0.1454,FRED_historical
1990-01-01,0.146,FRED_historical
1990-02-01,0.1469,FRED_historical
1990-03-01,0.154,FRED_historical
1990-04-01,0.15410000000000001,FRED_historical
1990-05-01,0.1545,FRED_historical
1990-06-01,0.1545,FRED_historical
1990-07-01,0.1545,FRED_historical
1990-08-01,0.1545,FRED_historical
1990-09-01,0.1545,FRED_historical
1990-10-01,0.1545,FRED_historical
1990-11-01,0.147,FRED_historical
1990-12-01,0.1459,FRED_historical
1991-01-01,0.146,FRED_historical
1991-02-01,0.146,FRED_historical
1991-03-01,0.1427,FRED_historical
1991-04-01,0.1354,FRED_historical
1991-05-01,0.1288,FRED_historical
1991-06-01,0.128,FRED_historical
1991-07-01,0.1233,FRED_historical
1991-08-01,0.12,FRED_historical
1991-09-01,0.1185,FRED_historical
1991-10-01,0.1157,FRED_historical
1991-11-01,0.1153,FRED_historical
1991-12-01,0.1152,FRED_historical
1992-01-01,0.11449999999999999,FRED_historical
1992-02-01,0.1139,FRED_historical
1992-03-01,0.1103,FRED_historical
1992-04-01,0.10980000000000001,FRED_historical
1992-05-01,0.1085,FRED_historical
1992-06-01,0.1081,FRED_historical
1992-07-01,0.1072,FRED_historical
1992-08-01,0.1072,FRED_historical
1992-09-01,0.1054,FRED_historical
1992-10-01,0.10279999999999999,FRED_historical
1992-11-01,0.09720000000000001,FRED_historical
1992-12-01,0.08839999999999999,FRED_historical
1993-01-01,0.08470000000000001,FRED_historical
1993-02-01,0.0836,FRED_historical
1993-03-01,0.0801,FRED_historical
1993-04-01,0.0801,FRED_historical
1993-05-01,0.08,FRED_historical
1993-06-01,0.08,FRED_historical
1993-07-01,0.08,FRED_historical
1993-08-01,0.08,FRED_historical
1993-09-01,0.08,FRED_historical
1993-10-01,0.08,FRED_historical
1993-11-01,0.0797,FRED_historical
1993-12-01,0.079,FRED_historical
1994-01-01,0.077,FRED_historical
1994-02-01,0.07690000000000001,FRED_historical
1994-03-01,0.07690000000000001,FRED_historical
1994-04-01,0.07690000000000001,FRED_historical
1994-05-01,0.07690000000000001,FRED_historical
1994-06-01,0.07690000000000001,FRED_historical
1994-07-01,0.07690000000000001,FRED_historical
1994-08-01,0.07690000000000001,FRED_historical
1994-09-01,0.0776,FRED_historical
1994-10-01,0.08109999999999999,FRED_historical
1994-11-01,0.08109999999999999,FRED_historical
1994-12-01,0.0812,FRED_historical
1995-01-01,0.0821,FRED_historical
1995-02-01,0.0833,FRED_historical
1995-03-01,0.0836,FRED_historical
1995-04-01,0.0836,FRED_historical
1995-05-01,0.0836,FRED_historical
1995-06-01,0.08349999999999999,FRED_historical
1995-07-01,0.0836,FRED_historical
1995-08-01,0.0836,FRED_historical
1995-09-01,0.0836,FRED_historical
1995-10-01,0.08,FRED_historical
1995-11-01,0.0796,FRED_historical
1995-12-01,0.0795,FRED_historical
1996-01-01,0.07719999999999999,FRED_historical
1996-02-01,0.075,FRED_historical
1996-03-01,0.0746,FRED_historical
1996-04-01,0.073,FRED_historical
1996-05-01,0.0717,FRED_historical
1996-06-01,0.07150000000000001,FRED_historical
1996-07-01,0.07150000000000001,FRED_historical
1996-08-01,0.0699,FRED_historical
1996-09-01,0.0693,FRED_historical
1996-10-01,0.0692,FRED_historical
1996-11-01,0.0692,FRED_historical
1996-12-01,0.0701,FRED_historical
1997-01-01,0.07,FRED_historical
1997-02-01,0.07,FRED_historical
1997-03-01,0.07,FRED_historical
1997-04-01,0.07,FRED_historical
1997-05-01,0.07,FRED_historical
1997-06-01,0.0725,FRED_historical
1997-07-01,0.075,FRED_historical
1997-08-01,0.0775,FRED_historical
1997-09-01,0.08,FRED_historical
1997-10-01,0.08,FRED_historical
1997-11-01,0.08,FRED_historical
1997-12-01,0.0825,FRED_historical
1998-01-01,0.0825,FRED_historical
1998-02-01,0.0825,FRED_historical
1998-03-01,0.0825,FRED_historical
1998-04-01,0.0825,FRED_historical
1998-05-01,0.0825,FRED_historical
1998-06-01,0.0825,FRED_historical
1998-07-01,0.085,FRED_historical
1998-08-01,0.085,FRED_historical
1998-09-01,0.085,FRED_historical
1998-10-01,0.085,FRED_historical
1998-11-01,0.0825,FRED_historical
1998-12-01,0.0775,FRED_historical
1999-01-01,0.0725,FRED_historical
1999-02-01,0.07,FRED_historical
1999-03-01,0.065,FRED_historical
1999-04-01,0.065,FRED_historical
1999-05-01,0.0625,FRED_historical
1999-06-01,0.06,FRED_historical
1999-07-01,0.06,FRED_historical
1999-08-01,0.061200000000000004,FRED_historical
1999-09-01,0.0599,FRED_historical
1999-10-01,0.0622,FRED_historical
1999-11-01,0.0623,FRED_historical
1999-12-01,0.0654,FRED_historical
2000-01-01,0.0653,FRED_historical
2000-02-01,0.0676,FRED_historical
2000-03-01,0.0699,FRED_historical
2000-04-01,0.0699,FRED_historical
2000-05-01,0.07,FRED_historical
2000-06-01,0.0711,FRED_historical
2000-07-01,0.0705,FRED_historical
2000-08-01,0.0705,FRED_historical
2000-09-01,0.0704,FRED_historical
2000-10-01,0.0694,FRED_historical
2000-11-01,0.0696,FRED_historical
2000-12-01,0.0699,FRED_historical
2001-01-01,0.0701,FRED_historical
2001-02-01,0.0672,FRED_historical
2001-03-01,0.06709999999999999,FRED_historical
2001-04-01,0.0647,FRED_historical
2001-05-01,0.0623,FRED_historical
2001-06-01,0.0621,FRED_historical
2001-07-01,0.0622,FRED_historical
2001-08-01,0.059699999999999996,FRED_historical
2001-09-01,0.0574,FRED_historical
2001-10-01,0.055,FRED_historical
2001-11-01,0.0501,FRED_historical
2001-12-01,0.05,FRED_historical
2002-01-01,0.049800000000000004,FRED_historical
