date,mortgage_rate,source
2002-02-01,0.05,FRED_historical
2002-03-01,0.050300000000000004,FRED_historical
2002-04-01,0.0504,FRED_historical
2002-05-01,0.050499999999999996,FRED_historical
2002-06-01,0.050300000000000004,FRED_historical
2002-07-01,0.050300000000000004,FRED_historical
2002-08-01,0.050300000000000004,FRED_historical
2002-09-01,0.0508,FRED_historical
2002-10-01,0.051100000000000007,FRED_historical
2002-11-01,0.051100000000000007,FRED_historical
2002-12-01,0.0512,FRED_historical
2003-01-01,0.0512,FRED_historical
2003-02-01,0.049100000000000005,FRED_historical
2003-03-01,0.0492,FRED_historical
2003-04-01,0.0493,FRED_historical
2003-05-01,0.049100000000000005,FRED_historical
2003-06-01,0.0492,FRED_historical
2003-07-01,0.047,FRED_historical
2003-08-01,0.046799999999999994,FRED_historical
2003-09-01,0.046900000000000004,FRED_historical
2003-10-01,0.0467,FRED_historical
2003-11-01,0.0484,FRED_historical
2003-12-01,0.049100000000000005,FRED_historical
2004-01-01,0.048799999999999996,FRED_historical
2004-02-01,0.0509,FRED_historical
2004-03-01,0.050199999999999995,FRED_historical
2004-04-01,0.050199999999999995,FRED_historical
2004-05-01,0.052000000000000005,FRED_historical
2004-06-01,0.0552,FRED_historical
2004-07-01,0.0554,FRED_historical
2004-08-01,0.0537,FRED_historical
2004-09-01,0.054299999999999994,FRED_historical
2004-10-01,0.0542,FRED_historical
2004-11-01,0.054299999999999994,FRED_historical
2004-12-01,0.054299999999999994,FRED_historical
2005-01-01,0.053899999999999997,FRED_historical
2005-02-01,0.0537,FRED_historical
2005-03-01,0.0538,FRED_historical
2005-04-01,0.0538,FRED_historical
2005-05-01,0.0536,FRED_historical
2005-06-01,0.0537,FRED_historical
2005-07-01,0.0536,FRED_historical
2005-08-01,0.0519,FRED_historical
2005-09-01,0.0518,FRED_historical
2005-10-01,0.052000000000000005,FRED_historical
2005-11-01,0.0518,FRED_historical
2005-12-01,0.0529,FRED_historical
2006-01-01,0.052300000000000006,FRED_historical
2006-02-01,0.0525,FRED_historical
2006-03-01,0.0521,FRED_historical
2006-04-01,0.052300000000000006,FRED_historical
2006-05-01,0.0525,FRED_historical
2006-06-01,0.051500000000000004,FRED_historical
2006-07-01,0.0516,FRED_historical
2006-08-01,0.0533,FRED_historical
2006-09-01,0.0542,FRED_historical
2006-10-01,0.054000000000000006,FRED_historical
2006-11-01,0.0556,FRED_historical
2006-12-01,0.056299999999999996,FRED_historical
2007-01-01,0.057300000000000004,FRED_historical
2007-02-01,0.058600000000000006,FRED_historical
2007-03-01,0.0588,FRED_historical
2007-04-01,0.0592,FRED_historical
2007-05-01,0.0603,FRED_historical
2007-06-01,0.060899999999999996,FRED_historical
2007-07-01,0.0622,FRED_historical
2007-08-01,0.0632,FRED_historical
2007-09-01,0.062400000000000004,FRED_historical
2007-10-01,0.06309999999999999,FRED_historical
2007-11-01,0.0639,FRED_historical
2007-12-01,0.062,FRED_historical
2008-01-01,0.062400000000000004,FRED_historical
2008-02-01,0.059800000000000006,FRED_historical
2008-03-01,0.0605,FRED_historical
2008-04-01,0.06,FRED_historical
2008-05-01,0.0617,FRED_historical
2008-06-01,0.06309999999999999,FRED_historical
2008-07-01,0.0626,FRED_historical
2008-08-01,0.062,FRED_historical
2008-09-01,0.061200000000000004,FRED_historical
2008-10-01,0.0704,FRED_historical
2008-11-01,0.057800000000000004,FRED_historical
2008-12-01,0.0492,FRED_historical
2009-01-01,0.0451,FRED_historical
2009-02-01,0.0431,FRED_historical
2009-03-01,0.04,FRED_historical
2009-04-01,0.0383,FRED_historical
2009-05-01,0.0397,FRED_historical
2009-06-01,0.0377,FRED_historical
2009-07-01,0.0381,FRED_historical
2009-08-01,0.0385,FRED_historical
2009-09-01,0.039,FRED_historical
2009-10-01,0.038599999999999995,FRED_historical
2009-11-01,0.038900000000000004,FRED_historical
2009-12-01,0.0392,FRED_historical
2010-01-01,0.036000000000000004,FRED_historical
2010-02-01,0.037000000000000005,FRED_historical
2010-03-01,0.037599999999999995,FRED_historical
2010-04-01,0.0379,FRED_historical
2010-05-01,0.0371,FRED_historical
2010-06-01,0.037200000000000004,FRED_historical
2010-07-01,0.037200000000000004,FRED_historical
2010-08-01,0.035699999999999996,FRED_historical
2010-09-01,0.0356,FRED_historical
2010-10-01,0.0349,FRED_historical
2010-11-01,0.035,FRED_historical
2010-12-01,0.0351,FRED_historical
2011-01-01,0.035,FRED_historical
2011-02-01,0.0353,FRED_historical
2011-03-01,0.0347,FRED_historical
2011-04-01,0.0344,FRED_historical
2011-05-01,0.0337,FRED_historical
2011-06-01,0.0313,FRED_historical
2011-07-01,0.0308,FRED_historical
2011-08-01,0.0308,FRED_historical
2011-09-01,0.032400000000000005,FRED_historical
2011-10-01,0.0327,FRED_historical
2011-11-01,0.033,FRED_historical
2011-12-01,0.0338,FRED_historical
2012-01-01,0.035699999999999996,FRED_historical
2012-02-01,0.035,FRED_historical
2012-03-01,0.035699999999999996,FRED_historical
2012-04-01,0.036000000000000004,FRED_historical
2012-05-01,0.036000000000000004,FRED_historical
2012-06-01,0.0365,FRED_historical
2012-07-01,0.0362,FRED_historical
2012-08-01,0.0364,FRED_historical
2012-09-01,0.0359,FRED_historical
2012-10-01,0.0364,FRED_historical
2012-11-01,0.0366,FRED_historical
2012-12-01,0.0366,FRED_historical
2013-01-01,0.035699999999999996,FRED_historical
2013-02-01,0.0359,FRED_historical
2013-03-01,0.0356,FRED_historical
2013-04-01,0.0355,FRED_historical
2013-05-01,0.0355,FRED_historical
2013-06-01,0.0356,FRED_historical
2013-07-01,0.032799999999999996,FRED_historical
2013-08-01,0.0326,FRED_historical
2013-09-01,0.0319,FRED_historical
2013-10-01,0.031400000000000004,FRED_historical
2013-11-01,0.030299999999999997,FRED_historical
2013-12-01,0.0292,FRED_historical
2014-01-01,0.0296,FRED_historical
2014-02-01,0.028300000000000002,FRED_historical
2014-03-01,0.0281,FRED_historical
2014-04-01,0.027999999999999997,FRED_historical
2014-05-01,0.028399999999999998,FRED_historical
2014-06-01,0.0276,FRED_historical
2014-07-01,0.0291,FRED_historical
2014-08-01,0.0288,FRED_historical
2014-09-01,0.0294,FRED_historical
2014-10-01,0.0294,FRED_historical
2014-11-01,0.0297,FRED_historical
2014-12-01,0.028900000000000002,FRED_historical
2015-01-01,0.0288,FRED_historical
2015-02-01,0.025099999999999997,FRED_historical
2015-03-01,0.0252,FRED_historical
2015-04-01,0.026000000000000002,FRED_historical
2015-05-01,0.025699999999999997,FRED_historical
2015-06-01,0.0259,FRED_historical
2015-07-01,0.0258,FRED_historical
2015-08-01,0.0262,FRED_historical
2015-09-01,0.0256,FRED_historical
2015-10-01,0.0255,FRED_historical
2015-11-01,0.0259,FRED_historical
2015-12-01,0.026000000000000002,FRED_historical
2016-01-01,0.024300000000000002,FRED_historical
2016-02-01,0.024399999999999998,FRED_historical
2016-03-01,0.023,FRED_historical
2016-04-01,0.023399999999999997,FRED_historical
2016-05-01,0.024300000000000002,FRED_historical
2016-06-01,0.024300000000000002,FRED_historical
2016-07-01,0.024300000000000002,FRED_historical
2016-08-01,0.0218,FRED_historical
2016-09-01,0.022000000000000002,FRED_historical
2016-10-01,0.022000000000000002,FRED_historical
2016-11-01,0.0229,FRED_historical
2016-12-01,0.0229,FRED_historical
2017-01-01,0.023,FRED_historical
