72.8,Feb-00,Feb-00,K02000001,United Kingdom,CP00,Overall Index
72.6,Jan-00,Jan-00,K02000001,United Kingdom,CP00,Overall Index
73.1,Dec-99,Dec-99,K02000001,United Kingdom,CP00,Overall Index
72.9,Nov-99,Nov-99,K02000001,United Kingdom,CP00,Overall Index
72.8,Oct-99,Oct-99,K02000001,United Kingdom,CP00,Overall Index
72.8,Sep-99,Sep-99,K02000001,United Kingdom,CP00,Overall Index
72.6,Aug-99,Aug-99,K02000001,United Kingdom,CP00,Overall Index
72.4,Jul-99,Jul-99,K02000001,United Kingdom,CP00,Overall Index
72.7,Jun-99,Jun-99,K02000001,United Kingdom,CP00,Overall Index
72.8,May-99,May-99,K02000001,United Kingdom,CP00,Overall Index
72.6,Apr-99,Apr-99,K02000001,United Kingdom,CP00,Overall Index
72.3,Mar-99,Mar-99,K02000001,United Kingdom,CP00,Overall Index
71.9,Feb-99,Feb-99,K02000001,United Kingdom,CP00,Overall Index
71.8,Jan-99,Jan-99,K02000001,United Kingdom,CP00,Overall Index
72,Dec-98,Dec-98,K02000001,United Kingdom,CP00,Overall Index
71.8,Nov-98,Nov-98,K02000001,United Kingdom,CP00,Overall Index
71.7,Oct-98,Oct-98,K02000001,United Kingdom,CP00,Overall Index
71.7,Sep-98,Sep-98,K02000001,United Kingdom,CP00,Overall Index
71.4,Aug-98,Aug-98,K02000001,United Kingdom,CP00,Overall Index
71.2,Jul-98,Jul-98,K02000001,United Kingdom,CP00,Overall Index
71.4,Jun-98,Jun-98,K02000001,United Kingdom,CP00,Overall Index
71.5,May-98,May-98,K02000001,United Kingdom,CP00,Overall Index
71.2,Apr-98,Apr-98,K02000001,United Kingdom,CP00,Overall Index
70.8,Mar-98,Mar-98,K02000001,United Kingdom,CP00,Overall Index
70.6,Feb-98,Feb-98,K02000001,United Kingdom,CP00,Overall Index
70.4,Jan-98,Jan-98,K02000001,United Kingdom,CP00,Overall Index
70.7,Dec-97,Dec-97,K02000001,United Kingdom,CP00,Overall Index
70.6,Nov-97,Nov-97,K02000001,United Kingdom,CP00,Overall Index
70.6,Oct-97,Oct-97,K02000001,United Kingdom,CP00,Overall Index
70.5,Sep-97,Sep-97,K02000001,United Kingdom,CP00,Overall Index
70.3,Aug-97,Aug-97,K02000001,United Kingdom,CP00,Overall Index
70,Jul-97,Jul-97,K02000001,United Kingdom,CP00,Overall Index
70.1,Jun-97,Jun-97,K02000001,United Kingdom,CP00,Overall Index
70,May-97,May-97,K02000001,United Kingdom,CP00,Overall Index
69.7,Apr-97,Apr-97,K02000001,United Kingdom,CP00,Overall Index
69.4,Mar-97,Mar-97,K02000001,United Kingdom,CP00,Overall Index
69.3,Feb-97,Feb-97,K02000001,United Kingdom,CP00,Overall Index
69.2,Jan-97,Jan-97,K02000001,United Kingdom,CP00,Overall Index
69.4,Dec-96,Dec-96,K02000001,United Kingdom,CP00,Overall Index
69.2,Nov-96,Nov-96,K02000001,United Kingdom,CP00,Overall Index
69.1,Oct-96,Oct-96,K02000001,United Kingdom,CP00,Overall Index
69,Sep-96,Sep-96,K02000001,United Kingdom,CP00,Overall Index
68.7,Aug-96,Aug-96,K02000001,United Kingdom,CP00,Overall Index
68.3,Jul-96,Jul-96,K02000001,United Kingdom,CP00,Overall Index
68.7,Jun-96,Jun-96,K02000001,United Kingdom,CP00,Overall Index
68.6,May-96,May-96,K02000001,United Kingdom,CP00,Overall Index
68.3,Apr-96,Apr-96,K02000001,United Kingdom,CP00,Overall Index
67.9,Mar-96,Mar-96,K02000001,United Kingdom,CP00,Overall Index
67.7,Feb-96,Feb-96,K02000001,United Kingdom,CP00,Overall Index
67.4,Jan-96,Jan-96,K02000001,United Kingdom,CP00,Overall Index
67.5,Dec-95,Dec-95,K02000001,United Kingdom,CP00,Overall Index
67.1,Nov-95,Nov-95,K02000001,United Kingdom,CP00,Overall Index
67.1,Oct-95,Oct-95,K02000001,United Kingdom,CP00,Overall Index
67.2,Sep-95,Sep-95,K02000001,United Kingdom,CP00,Overall Index
66.9,Aug-95,Aug-95,K02000001,United Kingdom,CP00,Overall Index
66.6,Jul-95,Jul-95,K02000001,United Kingdom,CP00,Overall Index
66.8,Jun-95,Jun-95,K02000001,United Kingdom,CP00,Overall Index
66.7,May-95,May-95,K02000001,United Kingdom,CP00,Overall Index
66.4,Apr-95,Apr-95,K02000001,United Kingdom,CP00,Overall Index
66,Mar-95,Mar-95,K02000001,United Kingdom,CP00,Overall Index
65.7,Feb-95,Feb-95,K02000001,United Kingdom,CP00,Overall Index
65.5,Jan-95,Jan-95,K02000001,United Kingdom,CP00,Overall Index
65.5,Dec-94,Dec-94,K02000001,United Kingdom,CP00,Overall Index
65.2,Nov-94,Nov-94,K02000001,United Kingdom,CP00,Overall Index
65.1,Oct-94,Oct-94,K02000001,United Kingdom,CP00,Overall Index
65.2,Sep-94,Sep-94,K02000001,United Kingdom,CP00,Overall Index
65.1,Aug-94,Aug-94,K02000001,United Kingdom,CP00,Overall Index
64.7,Jul-94,Jul-94,K02000001,United Kingdom,CP00,Overall Index
65.1,Jun-94,Jun-94,K02000001,United Kingdom,CP00,Overall Index
65.1,May-94,May-94,K02000001,United Kingdom,CP00,Overall Index
